survey_organization,party_affiliation,start_date,end_date,survey_method,survey_question,survey_population,survey_sample,approve_percent,disapprove_percent,undecided_percent,margin_of_error
Gallup,None,2010-08-26,2010-08-28,Live Phone,,Adults,1500,43,49,,3
Rasmussen,None,2010-08-26,2010-08-28,Automated Phone,,Likely Voters,1500,46,52,,3
Allstate/National Journal,None,2010-08-27,2010-08-30,Live Phone,,Adults,1201,46,49,4,2.8
Zogby (Internet),None,2010-08-27,2010-08-30,Internet,,Likely Voters,2058,44,56,1,2.2
Gallup,None,2010-08-27,2010-08-29,Live Phone,,Adults,1500,43,49,,3
Rasmussen,None,2010-08-27,2010-08-29,Automated Phone,,Likely Voters,1500,46,52,,3
YouGov/Economist,None,2010-08-28,2010-08-31,Internet,,Adults,1000,42,51,7,3.4
YouGov/Economist,None,2010-08-28,2010-08-31,Internet,,Adults (Democrats),371,75,20,5,
YouGov/Economist,None,2010-08-28,2010-08-31,Internet,,Adults (Republicans),241,6,92,1,
YouGov/Economist,None,2010-08-28,2010-08-31,Internet,,Adults (Independents),271,40,59,,
Gallup,None,2010-08-28,2010-08-30,Live Phone,,Adults,1500,45,47,,3
Rasmussen,None,2010-08-28,2010-08-30,Automated Phone,,Likely Voters,1500,48,51,,3
Gallup,None,2010-08-29,2010-08-31,Live Phone,,Adults,1500,47,45,,3
Rasmussen,None,2010-08-29,2010-08-31,Automated Phone,,Likely Voters,1500,48,51,,3
Democracy Corps (D),Democrat,2010-08-30,2010-09-02,Live Phone,,Likely Voters,1000,46,50,4,3.5
ABC/Post,None,2010-08-30,2010-09-02,Live Phone,,Adults,1002,46,52,,3.5
Gallup,None,2010-08-30,2010-09-01,Live Phone,,Adults,1500,46,45,,3
Rasmussen,None,2010-08-30,2010-09-01,Automated Phone,,Likely Voters,1500,47,52,,3
AP/RWJF/Knowledge Networks,None,2010-08-31,2010-09-07,Internet,,Adults,1251,37,41,22,3.9
Quinnipiac,None,2010-08-31,2010-09-07,Live Phone,,Registered Voters,1907,44,47,9,2.3
Quinnipiac,None,2010-08-31,2010-09-07,Live Phone,,Registered Voters (Democrats),,81,12,8,
Quinnipiac,None,2010-08-31,2010-09-07,Live Phone,,Registered Voters (Republicans),,7,84,9,
Quinnipiac,None,2010-08-31,2010-09-07,Live Phone,,Registered Voters (Independents),,38,52,10,
Gallup,None,2010-08-31,2010-09-02,Live Phone,,Adults,1500,46,46,,3
Rasmussen,None,2010-08-31,2010-09-02,Automated Phone,,Likely Voters,1500,44,55,,3
Gallup,None,2010-09-01,2010-09-03,Live Phone,,Adults,1500,43,49,,3
Rasmussen,None,2010-09-01,2010-09-03,Automated Phone,,Likely Voters,1500,42,56,,3
FOX,None,2010-09-01,2010-09-02,Live Phone,,Registered Voters,900,46,48,6,3
FOX,None,2010-09-01,2010-09-02,Live Phone,,Registered Voters (Democrats),352,80,15,5,5
FOX,None,2010-09-01,2010-09-02,Live Phone,,Registered Voters (Republicans),332,14,83,3,5.5
FOX,None,2010-09-01,2010-09-02,Live Phone,,Registered Voters (Independents),179,40,50,10,7
CNN,None,2010-09-01,2010-09-02,Live Phone,,Adults,1024,50,49,1,3
CNN,None,2010-09-01,2010-09-02,Live Phone,,Adults (Democrats),,84,14,2,
CNN,None,2010-09-01,2010-09-02,Live Phone,,Adults (Republicans),,10,89,1,
CNN,None,2010-09-01,2010-09-02,Live Phone,,Adults (Independents),,45,54,1,
Gallup,None,2010-09-02,2010-09-04,Live Phone,,Adults,1500,45,48,,3
Rasmussen,None,2010-09-02,2010-09-04,Automated Phone,,Likely Voters,1500,42,57,,3
Gallup,None,2010-09-03,2010-09-05,Live Phone,,Adults,1500,44,49,,3
Rasmussen,None,2010-09-03,2010-09-05,Automated Phone,,Likely Voters,1500,45,54,,3
YouGov/Economist,None,2010-09-04,2010-09-07,Internet,,Adults,1000,43,49,8,3.4
YouGov/Economist,None,2010-09-04,2010-09-07,Internet,,Adults (Democrats),368,82,15,3,
YouGov/Economist,None,2010-09-04,2010-09-07,Internet,,Adults (Republicans),254,7,93,1,
YouGov/Economist,None,2010-09-04,2010-09-07,Internet,,Adults (Independents),283,38,54,8,
Gallup,None,2010-09-04,2010-09-06,Live Phone,,Adults,1500,46,47,,3
Rasmussen,None,2010-09-04,2010-09-06,Automated Phone,,Likely Voters,1500,45,55,,3
Gallup,None,2010-09-05,2010-09-07,Live Phone,,Adults,1500,45,47,,3
Rasmussen,None,2010-09-05,2010-09-07,Automated Phone,,Likely Voters,1500,45,54,,3
Gallup,None,2010-09-06,2010-09-08,Live Phone,,Adults,1500,46,46,,3
Rasmussen,None,2010-09-06,2010-09-08,Automated Phone,,Likely Voters,1500,41,58,,3
GWU/Politico (Lake/Tarrance),None,2010-09-07,2010-09-09,Live Phone,,Likely Voters,1000,45,49,7,3.1
Gallup,None,2010-09-07,2010-09-09,Live Phone,,Adults,1500,45,47,,3
Rasmussen,None,2010-09-07,2010-09-09,Automated Phone,,Likely Voters,1500,42,56,,3
AP-GFK,None,2010-09-08,2010-09-13,Live Phone,,Adults,1000,49,50,1,4.2
Gallup,None,2010-09-08,2010-09-10,Live Phone,,Adults,1500,44,48,,3
Rasmussen,None,2010-09-08,2010-09-10,Automated Phone,,Likely Voters,1500,42,57,,3
Gallup,None,2010-09-09,2010-09-11,Live Phone,,Adults,1500,46,46,,3
Rasmussen,None,2010-09-09,2010-09-11,Automated Phone,,Likely Voters,1500,46,54,,3
CBS/Times,None,2010-09-10,2010-09-14,Live Phone,,Adults,1259,45,47,8,3
Zogby (Internet),None,2010-09-10,2010-09-14,Internet,,Likely Voters,1773,46,54,1,2.4
PPP (D),Democrat,2010-09-10,2010-09-13,Automated Phone,,Registered Voters,590,47,49,3,4
PPP (D),Democrat,2010-09-10,2010-09-13,Automated Phone,,Registered Voters (Democrats),,85,9,6,
PPP (D),Democrat,2010-09-10,2010-09-13,Automated Phone,,Registered Voters (Republicans),,21,69,10,
PPP (D),Democrat,2010-09-10,2010-09-13,Automated Phone,,Registered Voters (Independents),,58,34,8,
Gallup,None,2010-09-10,2010-09-12,Live Phone,,Adults,1500,46,46,,3
Rasmussen,None,2010-09-10,2010-09-12,Automated Phone,,Likely Voters,1500,46,53,,3
YouGov/Economist,None,2010-09-11,2010-09-14,Internet,,Adults,1000,40,52,8,3.4
YouGov/Economist,None,2010-09-11,2010-09-14,Internet,,Adults (Democrats),370,75,20,5,
YouGov/Economist,None,2010-09-11,2010-09-14,Internet,,Adults (Republicans),268,7,91,2,
YouGov/Economist,None,2010-09-11,2010-09-14,Internet,,Adults (Independents),269,32,61,7,
Gallup,None,2010-09-11,2010-09-13,Live Phone,,Adults,1500,47,46,,3
Rasmussen,None,2010-09-11,2010-09-13,Automated Phone,,Likely Voters,1500,47,52,,3
Gallup,None,2010-09-12,2010-09-14,Live Phone,,Adults,1500,46,47,,3
Rasmussen,None,2010-09-12,2010-09-14,Automated Phone,,Likely Voters,1500,47,53,,3
Gallup,None,2010-09-13,2010-09-15,Live Phone,,Adults,1500,45,48,,3
Rasmussen,None,2010-09-13,2010-09-15,Automated Phone,,Likely Voters,1500,45,54,,3
Marist/McClatchy,None,2010-09-14,2010-09-16,Live Phone,,Registered Voters,813,45,50,5,3.5
Marist/McClatchy,None,2010-09-14,2010-09-16,Live Phone,,Registered Voters (Democrats),,81,15,4,
Marist/McClatchy,None,2010-09-14,2010-09-16,Live Phone,,Registered Voters (Republicans),,13,82,6,
Marist/McClatchy,None,2010-09-14,2010-09-16,Live Phone,,Registered Voters (Independents),,40,54,6,
Gallup,None,2010-09-14,2010-09-16,Live Phone,,Adults,1500,45,48,,3
FOX,None,2010-09-14,2010-09-16,Live Phone,,Registered Voters,900,42,52,6,3
FOX,None,2010-09-14,2010-09-16,Live Phone,,Registered Voters (Democrats),337,80,14,6,5
FOX,None,2010-09-14,2010-09-16,Live Phone,,Registered Voters (Republicans),366,8,88,4,5.5
FOX,None,2010-09-14,2010-09-16,Live Phone,,Registered Voters (Independents),155,39,50,11,7
Rasmussen,None,2010-09-14,2010-09-16,Automated Phone,,Likely Voters,1500,45,55,,3
Gallup,None,2010-09-15,2010-09-17,Live Phone,,Adults,1500,45,49,,3
Rasmussen,None,2010-09-15,2010-09-17,Automated Phone,,Likely Voters,1500,45,55,,3
Ipsos/Reuters,None,2010-09-16,2010-09-19,Live Phone,,Adults,1161,47,50,4,3
Ipsos/Reuters,None,2010-09-16,2010-09-19,Live Phone,,Adults (Democrats),535,92,6,,
Ipsos/Reuters,None,2010-09-16,2010-09-19,Live Phone,,Adults (Republicans),483,34,60,,
Ipsos/Reuters,None,2010-09-16,2010-09-19,Live Phone,,Adults (Independents),,70,19,,
Gallup,None,2010-09-16,2010-09-18,Live Phone,,Adults,1500,47,46,,3
Rasmussen,None,2010-09-16,2010-09-18,Automated Phone,,Likely Voters,1500,45,55,,3
AP/Knowledge Networks,None,2010-09-17,2010-10-07,Internet,,Adults,1254,36,48,15,4.4
ARG,None,2010-09-17,2010-09-20,Live Phone,,Adults,1100,44,51,5,2.6
ARG,None,2010-09-17,2010-09-20,Live Phone,,Adults (Democrats),,80,16,,
ARG,None,2010-09-17,2010-09-20,Live Phone,,Adults (Republicans),,5,91,,
ARG,None,2010-09-17,2010-09-20,Live Phone,,Adults (Independents),,45,50,,
Zogby (Internet),None,2010-09-17,2010-09-20,Internet,,Likely Voters,2068,49,51,1,2.2
Gallup,None,2010-09-17,2010-09-19,Live Phone,,Adults,1500,47,46,,3
Rasmussen,None,2010-09-17,2010-09-19,Automated Phone,,Likely Voters,1500,44,56,,3
YouGov/Economist,None,2010-09-18,2010-09-21,Internet,,Adults,1000,45,51,5,3.4
YouGov/Economist,None,2010-09-18,2010-09-21,Internet,,Adults (Democrats),352,79,16,5,
YouGov/Economist,None,2010-09-18,2010-09-21,Internet,,Adults (Republicans),264,9,90,1,
YouGov/Economist,None,2010-09-18,2010-09-21,Internet,,Adults (Independents),300,48,50,2,
Gallup,None,2010-09-18,2010-09-20,Live Phone,,Adults,1500,45,46,,3
Rasmussen,None,2010-09-18,2010-09-20,Automated Phone,,Likely Voters,1500,44,55,,3
GWU/Politico (Lake/Tarrance),None,2010-09-19,2010-09-22,Live Phone,,Likely Voters,1000,46,51,3,3.1
Gallup,None,2010-09-19,2010-09-21,Live Phone,,Adults,1500,43,48,,3
Rasmussen,None,2010-09-19,2010-09-21,Automated Phone,,Likely Voters,1500,47,52,,3
Gallup,None,2010-09-20,2010-09-22,Live Phone,,Adults,1500,44,47,,3
Rasmussen,None,2010-09-20,2010-09-22,Automated Phone,,Likely Voters,1500,48,51,,3
Gallup,None,2010-09-21,2010-09-23,Live Phone,,Adults,1500,44,48,,3
CNN,None,2010-09-21,2010-09-23,Live Phone,,Adults,1010,42,54,,3
Rasmussen,None,2010-09-21,2010-09-23,Automated Phone,,Likely Voters,1500,47,52,,3
NBC/WSJ,None,2010-09-22,2010-09-26,Live Phone,,Adults,1000,46,49,5,3.1
Gallup,None,2010-09-22,2010-09-24,Live Phone,,Adults,1500,44,48,,3
Rasmussen,None,2010-09-22,2010-09-24,Automated Phone,,Likely Voters,1500,45,54,,3
Gallup,None,2010-09-23,2010-09-25,Live Phone,,Adults,1500,44,49,,3
Rasmussen,None,2010-09-23,2010-09-25,Automated Phone,,Likely Voters,1500,47,52,,3
Zogby (Internet),None,2010-09-24,2010-09-27,Internet,,Likely Voters,2068,45,54,1,2.2
Gallup,None,2010-09-24,2010-09-26,Live Phone,,Adults,1500,44,49,,3
Rasmussen,None,2010-09-24,2010-09-26,Automated Phone,,Likely Voters,1500,48,51,,3
YouGov/Economist,None,2010-09-25,2010-09-28,Internet,,Adults,1000,41,52,7,3.4
YouGov/Economist,None,2010-09-25,2010-09-28,Internet,,Adults (Democrats),384,75,21,5,
YouGov/Economist,None,2010-09-25,2010-09-28,Internet,,Adults (Republicans),262,7,90,2,
YouGov/Economist,None,2010-09-25,2010-09-28,Internet,,Adults (Independents),266,38,55,7,
Gallup,None,2010-09-25,2010-09-27,Live Phone,,Adults,1500,45,49,,3
Rasmussen,None,2010-09-25,2010-09-27,Automated Phone,,Likely Voters,1500,50,49,,3
Gallup,None,2010-09-26,2010-09-28,Live Phone,,Adults,1500,45,49,,3
Rasmussen,None,2010-09-26,2010-09-28,Automated Phone,,Likely Voters,1500,46,52,,3
Gallup,None,2010-09-27,2010-09-29,Live Phone,,Adults,1500,47,47,,3
Rasmussen,None,2010-09-27,2010-09-29,Automated Phone,,Likely Voters,1500,45,55,,3
Gallup,None,2010-09-28,2010-09-30,Live Phone,,Adults,1500,46,46,,3
Rasmussen,None,2010-09-28,2010-09-30,Automated Phone,,Likely Voters,1500,45,54,,3
FOX,None,2010-09-28,2010-09-29,Live Phone,,Registered Voters,900,42,49,9,3
FOX,None,2010-09-28,2010-09-29,Live Phone,,Registered Voters (Democrats),348,77,11,12,5
FOX,None,2010-09-28,2010-09-29,Live Phone,,Registered Voters (Republicans),319,10,86,5,5.5
FOX,None,2010-09-28,2010-09-29,Live Phone,,Registered Voters (Independents),178,35,56,9,7
Gallup,None,2010-09-29,2010-10-01,Live Phone,,Adults,1500,46,46,,3
Rasmussen,None,2010-09-29,2010-10-01,Automated Phone,,Likely Voters,1500,47,53,,3
Newsweek,None,2010-09-29,2010-09-30,Live Phone,,Adults,1025,48,46,6,3.7
Marist/McClatchy,None,2010-09-30,2010-10-05,Live Phone,,Registered Voters,813,43,50,7,3.5
Marist/McClatchy,None,2010-09-30,2010-10-05,Live Phone,,Registered Voters (Democrats),,74,20,6,
Marist/McClatchy,None,2010-09-30,2010-10-05,Live Phone,,Registered Voters (Republicans),,12,85,3,
Marist/McClatchy,None,2010-09-30,2010-10-05,Live Phone,,Registered Voters (Independents),,35,54,11,
ABC/Post,None,2010-09-30,2010-10-03,Live Phone,,Adults,1002,50,47,3,3.5
Gallup,None,2010-09-30,2010-10-02,Live Phone,,Adults,1500,46,46,,3
Rasmussen,None,2010-09-30,2010-10-02,Automated Phone,,Likely Voters,1500,48,52,,3
CBS,None,2010-10-01,2010-10-05,Live Phone,,Adults,1129,44,45,11,3
CBS,None,2010-10-01,2010-10-05,Live Phone,,Adults (Democrats),,72,16,12,
CBS,None,2010-10-01,2010-10-05,Live Phone,,Adults (Republicans),,14,80,6,
CBS,None,2010-10-01,2010-10-05,Live Phone,,Adults (Independents),,42,45,13,
YouGov/Economist,None,2010-10-01,2010-10-05,Internet,,Adults,1000,43,51,6,3.4
YouGov/Economist,None,2010-10-01,2010-10-05,Internet,,Adults (Democrats),363,79,15,6,
YouGov/Economist,None,2010-10-01,2010-10-05,Internet,,Adults (Republicans),249,10,88,2,
YouGov/Economist,None,2010-10-01,2010-10-05,Internet,,Adults (Independents),297,38,55,3,
Zogby (Internet),None,2010-10-01,2010-10-04,Internet,,Likely Voters,2077,46,53,1,2.2
Gallup,None,2010-10-01,2010-10-03,Live Phone,,Adults,1500,46,48,,3
Rasmussen,None,2010-10-01,2010-10-03,Automated Phone,,Likely Voters,1500,48,51,,3
Democracy Corps (D),Democrat,2010-10-02,2010-10-04,Live Phone,,Likely Voters,1000,42,52,5,3.5
Gallup,None,2010-10-02,2010-10-04,Live Phone,,Adults,1500,45,48,,3
Rasmussen,None,2010-10-02,2010-10-04,Automated Phone,,Likely Voters,1500,48,51,,3
Gallup,None,2010-10-03,2010-10-05,Live Phone,,Adults,1500,43,50,,3
Rasmussen,None,2010-10-03,2010-10-05,Automated Phone,,Likely Voters,1500,48,52,,3
Gallup,None,2010-10-04,2010-10-06,Live Phone,,Adults,1500,46,48,,3
Rasmussen,None,2010-10-04,2010-10-06,Automated Phone,,Likely Voters,1500,46,53,,3
Gallup,None,2010-10-05,2010-10-08,Live Phone,,Adults,1500,47,46,,3
CNN,None,2010-10-05,2010-10-07,Live Phone,,Adults,1008,45,52,3,3
CNN,None,2010-10-05,2010-10-07,Live Phone,,Adults (Democrats),,81,15,4,
CNN,None,2010-10-05,2010-10-07,Live Phone,,Adults (Republicans),,10,88,1,
CNN,None,2010-10-05,2010-10-07,Live Phone,,Adults (Independents),,37,59,4,
Rasmussen,None,2010-10-05,2010-10-07,Automated Phone,,Likely Voters,1500,47,52,,3
Gallup,None,2010-10-06,2010-10-09,Live Phone,,Adults,1500,48,46,,3
Rasmussen,None,2010-10-06,2010-10-08,Automated Phone,,Likely Voters,1500,48,51,,3
Ipsos/Reuters,None,2010-10-07,2010-10-11,Live Phone,,Adults,1038,43,53,4,3
Ipsos/Reuters,None,2010-10-07,2010-10-11,Live Phone,,Adults (Democrats),,70,27,,
Ipsos/Reuters,None,2010-10-07,2010-10-11,Live Phone,,Adults (Republicans),,14,83,,
Ipsos/Reuters,None,2010-10-07,2010-10-11,Live Phone,,Adults (Independents),,41,48,,
Bloomberg,None,2010-10-07,2010-10-10,Live Phone,,Likely Voters,721,47,48,5,
Rasmussen,None,2010-10-07,2010-10-09,Automated Phone,,Likely Voters,1500,49,50,,3
Zogby (Internet),None,2010-10-08,2010-10-11,Internet,,Likely Voters,2071,49,51,1,2.2
Gallup,None,2010-10-08,2010-10-10,Live Phone,,Adults,1500,46,48,,3
Rasmussen,None,2010-10-08,2010-10-10,Automated Phone,,Likely Voters,1500,48,51,,3
YouGov/Economist,None,2010-10-09,2010-10-12,Internet,,Adults,1000,42,51,7,3.4
YouGov/Economist,None,2010-10-09,2010-10-12,Internet,,Adults (Democrats),375,81,17,3,
YouGov/Economist,None,2010-10-09,2010-10-12,Internet,,Adults (Republicans),263,5,92,4,
YouGov/Economist,None,2010-10-09,2010-10-12,Internet,,Adults (Independents),288,38,54,8,
Gallup,None,2010-10-09,2010-10-11,Live Phone,,Adults,1500,46,47,,3
Rasmussen,None,2010-10-09,2010-10-11,Automated Phone,,Likely Voters,1500,47,52,,3
Gallup,None,2010-10-10,2010-10-12,Live Phone,,Adults,1500,45,48,,3
Rasmussen,None,2010-10-10,2010-10-12,Automated Phone,,Likely Voters,1500,45,54,,3
FOX,None,2010-10-11,2010-10-13,Live Phone,,Registered Voters,1200,43,47,9,3
FOX,None,2010-10-11,2010-10-13,Live Phone,,Registered Voters (Democrats),348,78,14,8,5
FOX,None,2010-10-11,2010-10-13,Live Phone,,Registered Voters (Republicans),319,9,86,4,5.5
FOX,None,2010-10-11,2010-10-13,Live Phone,,Registered Voters (Independents),178,39,47,14,7
Gallup,None,2010-10-11,2010-10-13,Live Phone,,Adults,1500,45,47,,3
Rasmussen,None,2010-10-11,2010-10-13,Automated Phone,,Likely Voters,1500,44,55,,3
Gallup,None,2010-10-12,2010-10-14,Live Phone,,Adults,1500,44,48,,3
Rasmussen,None,2010-10-12,2010-10-14,Automated Phone,,Likely Voters,1500,43,56,,3
Pew,None,2010-10-13,2010-10-18,Live Phone,,Adults,2251,46,45,9,2.5
AP-GFK,None,2010-10-13,2010-10-18,Live Phone,,Adults,1501,49,50,1,3.3
Rasmussen,None,2010-10-13,2010-10-15,Automated Phone,,Likely Voters,1500,43,56,,3
Gallup,None,2010-10-13,2010-10-15,Live Phone,,Adults,1500,43,48,,3
NBC/WSJ,None,2010-10-14,2010-10-18,Live Phone,,Registered Voters,1000,47,49,4,3.1
Rasmussen,None,2010-10-14,2010-10-16,Automated Phone,,Likely Voters,1500,47,52,,3
Gallup,None,2010-10-14,2010-10-16,Live Phone,,Adults,1500,44,48,,3
Zogby (Internet),None,2010-10-15,2010-10-18,Internet,,Likely Voters,2068,46,54,1,2.2
Gallup,None,2010-10-15,2010-10-17,Live Phone,,Adults,1500,46,46,,3
Rasmussen,None,2010-10-15,2010-10-17,Automated Phone,,Likely Voters,1500,49,50,,3
YouGov/Economist,None,2010-10-16,2010-10-19,Internet,,Adults,1000,42,52,5,3.4
YouGov/Economist,None,2010-10-16,2010-10-19,Internet,,Adults (Democrats),393,79,18,4,
YouGov/Economist,None,2010-10-16,2010-10-19,Internet,,Adults (Republicans),238,9,91,,
YouGov/Economist,None,2010-10-16,2010-10-19,Internet,,Adults (Independents),302,35,59,6,
Gallup,None,2010-10-16,2010-10-18,Live Phone,,Adults,1500,48,44,,3
Rasmussen,None,2010-10-16,2010-10-18,Automated Phone,,Likely Voters,1500,49,50,,3
GWU/Politico (Lake/Tarrance),None,2010-10-17,2010-10-20,Live Phone,,Likely Voters,1000,45,50,4,3.1
ARG,None,2010-10-17,2010-10-20,Live Phone,,Adults,1100,43,48,9,2.6
ARG,None,2010-10-17,2010-10-20,Live Phone,,Adults (Democrats),,77,17,,
ARG,None,2010-10-17,2010-10-20,Live Phone,,Adults (Republicans),,6,88,,
ARG,None,2010-10-17,2010-10-20,Live Phone,,Adults (Independents),,41,48,,
Gallup,None,2010-10-17,2010-10-19,Live Phone,,Adults,1500,46,46,,3
Rasmussen,None,2010-10-17,2010-10-19,Automated Phone,,Likely Voters,1500,47,52,,3
Gallup,None,2010-10-18,2010-10-20,Live Phone,,Adults,1500,46,46,,3
Rasmussen,None,2010-10-18,2010-10-20,Automated Phone,,Likely Voters,1500,47,52,,3
Gallup,None,2010-10-19,2010-10-21,Live Phone,,Adults,1500,42,50,,3
Rasmussen,None,2010-10-19,2010-10-21,Automated Phone,,Likely Voters,1500,46,53,,3
Rasmussen,None,2010-10-20,2010-10-22,Automated Phone,,Likely Voters,1500,45,54,,3
Gallup,None,2010-10-20,2010-10-22,Live Phone,,Adults,1500,43,48,,3
Newsweek,None,2010-10-20,2010-10-21,Live Phone,,Adults,1005,54,40,6,3.8
Rasmussen,None,2010-10-21,2010-10-23,Automated Phone,,Likely Voters,1500,47,53,,3
Gallup,None,2010-10-21,2010-10-23,Live Phone,,Adults,1500,41,50,,3
Marist/McClatchy,None,2010-10-22,2010-10-26,Live Phone,,Registered Voters,807,48,43,9,3.3
Marist/McClatchy,None,2010-10-22,2010-10-26,Live Phone,,Registered Voters (Democrats),,79,13,8,
Marist/McClatchy,None,2010-10-22,2010-10-26,Live Phone,,Registered Voters (Republicans),,14,78,8,
Marist/McClatchy,None,2010-10-22,2010-10-26,Live Phone,,Registered Voters (Independents),,48,43,10,
CBS/Times,None,2010-10-22,2010-10-26,Live Phone,,Adults,1173,45,47,8,3
CBS/Times,None,2010-10-22,2010-10-26,Live Phone,,Adults (Democrats),,82,13,5,
CBS/Times,None,2010-10-22,2010-10-26,Live Phone,,Adults (Republicans),,10,86,4,
CBS/Times,None,2010-10-22,2010-10-26,Live Phone,,Adults (Independents),,36,51,13,
Zogby (Internet),None,2010-10-22,2010-10-25,Internet,,Likely Voters,2070,47,53,1,2.2
Gallup,None,2010-10-22,2010-10-24,Live Phone,,Adults,1500,43,48,,3
Rasmussen,None,2010-10-22,2010-10-24,Automated Phone,,Likely Voters,1500,47,53,,3
FOX,None,2010-10-23,2010-10-28,Live Phone,,Registered Voters,1200,41,50,9,3
FOX,None,2010-10-23,2010-10-28,Live Phone,,Registered Voters (Democrats),447,78,14,7,5
FOX,None,2010-10-23,2010-10-28,Live Phone,,Registered Voters (Republicans),448,6,86,8,5.5
FOX,None,2010-10-23,2010-10-28,Live Phone,,Registered Voters (Independents),214,37,49,14,7
YouGov/Economist,None,2010-10-23,2010-10-26,Internet,,Adults,1800,43,52,6,
YouGov/Economist,None,2010-10-23,2010-10-26,Internet,,Adults (Democrats),648,81,15,4,
YouGov/Economist,None,2010-10-23,2010-10-26,Internet,,Adults (Republicans),489,6,92,3,
YouGov/Economist,None,2010-10-23,2010-10-26,Internet,,Adults (Independents),526,40,58,2,
Democracy Corps (D),Democrat,2010-10-23,2010-10-25,Live Phone,,Likely Voters,800,45,52,4,3.5
Gallup,None,2010-10-23,2010-10-25,Live Phone,,Adults,1500,43,49,,3
Rasmussen,None,2010-10-23,2010-10-25,Automated Phone,,Likely Voters,1500,47,52,,3
Gallup,None,2010-10-24,2010-10-26,Live Phone,,Adults,1500,44,48,,3
Rasmussen,None,2010-10-24,2010-10-26,Automated Phone,,Likely Voters,1500,46,54,,3
ABC/Post,None,2010-10-25,2010-10-28,Live Phone,,Adults,1202,50,45,5,3.5
Gallup,None,2010-10-25,2010-10-27,Live Phone,,Adults,1500,44,49,,3
Rasmussen,None,2010-10-25,2010-10-27,Automated Phone,,Likely Voters,1500,44,55,,3
Zogby (Internet),None,2010-10-25,2010-10-27,Internet,,Likely Voters,2067,43,56,0,2.2
Gallup,None,2010-10-26,2010-10-28,Live Phone,,Adults,1500,46,48,,3
Rasmussen,None,2010-10-26,2010-10-28,Automated Phone,,Likely Voters,1500,44,55,,3
Gallup,None,2010-10-27,2010-10-29,Live Phone,,Adults,1500,46,48,,3
Rasmussen,None,2010-10-27,2010-10-29,Automated Phone,,Likely Voters,1500,45,53,,3
YouGov/Economist,None,2010-10-28,2010-11-01,Internet,,Adults,2500,42,53,6,
YouGov/Economist,None,2010-10-28,2010-11-01,Internet,,Adults (Democrats),853,79,17,4,
YouGov/Economist,None,2010-10-28,2010-11-01,Internet,,Adults (Republicans),666,6,93,1,
YouGov/Economist,None,2010-10-28,2010-11-01,Internet,,Adults (Independents),801,38,56,5,
Ipsos/Reuters,None,2010-10-28,2010-10-31,Live Phone,,Adults,1075,45,51,4,3
Ipsos/Reuters,None,2010-10-28,2010-10-31,Live Phone,,Adults (Democrats),,76,22,,
